2026-01-05T22:14:30,262,0
2026-01-05T22:14:40,262,0
2026-01-05T22:14:50,262,0
2026-01-05T22:14:59,261,0
2026-01-05T22:15:09,261,0
2026-01-05T22:15:19,262,0
2026-01-05T22:15:29,262,0
2026-01-05T22:15:38,262,0
2026-01-05T22:15:48,262,0
2026-01-05T22:15:58,262,0
2026-01-05T22:16:07,262,0
2026-01-05T22:16:17,262,0
2026-01-05T22:16:27,262,0
2026-01-05T22:16:36,262,0
2026-01-05T22:16:46,262,0
2026-01-05T22:16:56,262,0
2026-01-05T22:17:06,262,0
2026-01-05T22:17:15,262,0
2026-01-05T22:17:25,263,0
2026-01-05T22:17:35,263,0
2026-01-05T22:17:44,263,0
2026-01-05T22:17:54,263,0
2026-01-05T22:18:04,263,0
2026-01-05T22:18:14,263,0
2026-01-05T22:18:23,263,0
2026-01-05T22:18:33,263,0
2026-01-05T22:18:43,263,0
2026-01-05T22:18:52,263,0
2026-01-05T22:19:02,263,0
2026-01-05T22:19:12,263,0
2026-01-05T22:19:22,263,0
2026-01-05T22:19:31,263,0
2026-01-05T22:19:41,263,0
2026-01-05T22:19:51,263,0
2026-01-05T22:20:00,263,0
2026-01-05T22:20:10,263,0
2026-01-05T22:20:20,263,0
2026-01-05T22:20:30,263,0
2026-01-05T22:20:39,262,0
2026-01-05T22:20:49,263,0
2026-01-05T22:20:59,262,0
2026-01-05T22:21:08,262,0
2026-01-05T22:21:18,262,0
2026-01-05T22:21:28,262,0
2026-01-05T22:21:38,262,0
2026-01-05T22:21:47,262,0
2026-01-05T22:21:57,262,0
2026-01-05T22:22:07,262,0
2026-01-05T22:22:17,263,0
2026-01-05T22:22:26,262,0
2026-01-05T22:22:36,262,0
2026-01-05T22:22:46,262,0
2026-01-05T22:22:55,262,0
2026-01-05T22:23:05,262,0
2026-01-05T22:23:15,262,0
2026-01-05T22:23:25,262,0
2026-01-05T22:23:34,262,0
2026-01-05T22:23:44,262,0
2026-01-05T22:23:54,262,0
2026-01-05T22:24:04,262,0
2026-01-05T22:24:13,263,0
2026-01-05T22:24:23,263,0
2026-01-05T22:24:33,263,0
2026-01-05T22:24:42,263,0
2026-01-05T22:24:52,263,0
2026-01-05T22:25:02,263,0
2026-01-05T22:25:12,263,0
2026-01-05T22:25:21,263,0
2026-01-05T22:25:31,263,0
2026-01-05T22:25:41,263,0
2026-01-05T22:25:50,263,0
2026-01-05T22:26:00,263,0
2026-01-05T22:26:10,263,0
2026-01-05T22:26:20,263,0
2026-01-05T22:26:29,263,0
2026-01-05T22:26:39,263,0
2026-01-05T22:26:49,263,0
2026-01-05T22:26:59,263,0
2026-01-05T22:27:08,263,0
2026-01-05T22:27:18,263,0
2026-01-05T22:27:28,262,0
2026-01-05T22:27:37,262,0
2026-01-05T22:27:47,262,0
2026-01-05T22:27:57,262,0
2026-01-05T22:28:07,262,0
2026-01-05T22:28:16,262,0
2026-01-05T22:28:26,262,0
2026-01-05T22:28:36,262,0
2026-01-05T22:28:46,262,0
2026-01-05T22:28:55,262,0
2026-01-05T22:29:05,262,0
2026-01-05T22:29:15,262,0
2026-01-05T22:29:24,262,0
2026-01-05T22:29:34,262,0
2026-01-05T22:29:44,262,0
2026-01-05T22:29:54,262,0
2026-01-05T22:30:03,262,0
2026-01-05T22:30:13,262,0
2026-01-05T22:30:23,262,0
2026-01-05T22:30:33,262,0
2026-01-05T22:30:42,262,0
2026-01-05T22:30:52,262,0
2026-01-05T22:31:02,262,0
2026-01-05T22:31:11,262,0
2026-01-05T22:31:21,262,0
2026-01-05T22:31:31,262,0
2026-01-05T22:31:41,262,0
2026-01-05T22:31:50,262,0
2026-01-05T22:32:00,262,0
2026-01-05T22:32:10,262,0
2026-01-05T22:32:20,262,0
2026-01-05T22:32:29,262,0
2026-01-05T22:32:39,262,0
2026-01-05T22:32:49,262,0
2026-01-05T22:32:58,262,0
2026-01-05T22:33:08,262,0
2026-01-05T22:33:18,262,0
2026-01-05T22:33:27,262,0
2026-01-05T22:33:37,262,0
2026-01-05T22:33:47,262,0
2026-01-05T22:33:57,262,0
2026-01-05T22:34:06,262,0
2026-01-05T22:34:16,262,0
2026-01-05T22:34:26,262,0
2026-01-05T22:34:35,262,0
2026-01-05T22:34:45,262,0
2026-01-05T22:34:55,262,0
2026-01-05T22:35:05,262,0
2026-01-05T22:35:14,262,0
2026-01-05T22:35:24,262,0
2026-01-05T22:35:34,262,0
2026-01-05T22:35:43,262,0
2026-01-05T22:35:53,263,0
2026-01-05T22:36:03,263,0
2026-01-05T22:36:13,263,0
2026-01-05T22:36:22,263,0
2026-01-05T22:36:32,263,0
2026-01-05T22:36:42,263,0
2026-01-05T22:36:51,263,0
2026-01-05T22:37:01,263,0
2026-01-05T22:37:11,263,0
2026-01-05T22:37:21,263,0
2026-01-05T22:37:30,263,0
2026-01-05T22:37:40,263,0
2026-01-05T22:37:50,263,0
2026-01-05T22:37:59,263,0
2026-01-05T22:38:09,263,0
2026-01-05T22:38:19,262,0
2026-01-05T22:38:28,262,0
2026-01-05T22:38:38,262,0
2026-01-05T22:38:48,262,0
2026-01-05T22:38:58,262,0
2026-01-05T22:39:07,262,0
2026-01-05T22:39:17,263,0
2026-01-05T22:39:27,263,0
2026-01-05T22:39:36,263,0
2026-01-06T00:16:00,364,0
2026-01-06T00:16:10,376,0
2026-01-06T00:16:20,376,0
2026-01-06T00:16:30,364,0
2026-01-06T00:16:39,376,0
2026-01-06T00:16:49,376,0
2026-01-06T00:16:59,376,0
2026-01-06T00:17:08,376,0
2026-01-06T00:17:18,364,0
2026-01-06T00:17:28,376,0
2026-01-06T00:17:38,364,0
2026-01-06T00:17:47,364,0
2026-01-06T00:17:57,376,0
2026-01-06T00:18:07,364,0
2026-01-06T00:18:16,364,0
2026-01-06T00:18:26,375,0
2026-01-06T00:18:36,376,0
2026-01-06T00:18:46,376,0
2026-01-06T00:18:55,376,0
2026-01-06T00:19:05,364,0
2026-01-06T00:19:15,364,0
2026-01-06T00:19:25,364,0
2026-01-06T00:19:34,364,0
2026-01-06T00:19:44,376,0
2026-01-06T00:19:54,364,0
2026-01-06T00:20:03,376,0
2026-01-06T00:20:13,375,0
2026-01-06T00:20:23,364,0
2026-01-06T00:20:33,364,0
2026-01-06T00:20:42,376,0
2026-01-06T00:20:52,376,0
2026-01-06T00:21:02,375,0
2026-01-06T00:21:12,364,0
2026-01-06T00:21:21,376,0
2026-01-06T00:21:31,376,0
2026-01-06T00:21:41,375,0
2026-01-06T00:21:50,364,0
2026-01-06T00:22:00,376,0
2026-01-06T00:22:10,376,0
2026-01-06T00:22:20,376,0
2026-01-06T00:22:29,376,0
2026-01-06T00:22:39,375,0
2026-01-06T00:22:49,376,0
2026-01-06T00:22:59,376,0
2026-01-06T01:33:42,345,0
2026-01-06T01:33:52,345,0
2026-01-06T01:34:02,345,0
2026-01-06T01:34:11,345,0
2026-01-06T01:34:21,345,0
